sort,book,chapter,verse,source,target
184598530,JHN,12,2,"So they made him a dinner there, and Martha was serving, but Lazarus was one of those who were lying down at the table with Jesus.","Bhamuchumbhira echakurya chabhweigoro okwo, na Martha amukorera, akanya ako Lazaro akabha aryomo omuri bharinya abhasitamire kurya amo na Yesu."
184598531,JHN,12,3,"Then Mary took a litra of perfume made of very precious pure nard, anointed the feet of Jesus with it, and wiped his feet with her hair. The house was filled with the fragrance of the perfume.","Mariamu akwata echupa ya amajuta agakozirwe na nardo ndungi, ekusera muno, amusiga yesu amaguru, amuragaza amaguru ne eisoke rya wenene; enju yona ekeijura eharufu ya amajuta."
184598532,JHN,12,4,"Judas Iscariot, one of his disciples, the one who would betray him, said,","Yuda isikarioti, omo omubhegesibhwa bha wenene, niwe arayanga Yesu,akagambha,"
184598533,JHN,12,5,"""Why was this perfume not sold for three hundred denarii and given to the poor?""",''Kubhaki amajuta aga gataguzwa edinari bhisatu bhakaebhwa abheine ebhyetago?''
184598534,JHN,12,6,"Now he said this, not because he cared about the poor, but because he was a thief. He had the moneybag and would steal from what was put in it.","Nawe akagambha ebhyo, tikubhasasibhwa abheine ebhyetago, sana obhwesonga akabha aryomusuma: wenene niwe yabheire nabhika amaera akabha natwara ebhyabheire nibhitwamu omwo abhwa wenene."
184598535,JHN,12,7,"Jesus said, ""Allow her to keep what she has for the day of my burial.","Yesu akagambha, Mureka ateo echeine  abhwe echiro cho kuzika nyawe."
184598536,JHN,12,8,"You will always have the poor with you. But you will not always have me.""",Abhokwetaga nimujakubhagira ebhiro bhyona; chonka timuringira bhiro bhyona.''
184598537,JHN,12,9,"Now a large crowd of the Jews learned that Jesus was there, and they came, not only for Jesus, but also to see Lazarus, whom Jesus had raised from the dead.","Ebhaga nyingi ya Abhayuda bhakamanya kwambha Yesu aryokwo, nabho bhakeija, tgi bhwa Yesu wenka, ila no okumubhona lazaro owo Yesu yaibhwirwe kuruga omubhafu."
184598538,JHN,12,10,The chief priests conspired together so that they might also put Lazarus to death;,Nabho abhakuru bha amakuhani bhafomoraho ili bhabhase  kumwita Lazaro;
184598539,JHN,12,11,for it was because of him that many of the Jews went away and believed in Jesus.,Abhwa wenene bheingi  omubhayuda  bhakegendera kandi bhesiga Yesu.
184598540,JHN,12,12,"On the next day a great crowd came to the festival. When they heard that Jesus was coming to Jerusalem,","Echiro cha kabhiri ebhaga mpango ekeija omu chiro chikuru. Kibhaurire kwambha Yesu neija Yerusalemu,"
184598541,JHN,12,13,"they took the branches of the palm trees and went out to meet him and cried out, ""Hosanna! Blessed is he who comes in the name of the Lord, the King of Israel.""","Bhakatwara amabhabhi ge emiti ye emitende bhasoora aeru bhagenda kumutangirira bhatera eduru, ''Hosana!Eine emigisha wenene akwija abhwe eibhara rya Mukama, Omukama wa Isiraeli.''"
184598542,JHN,12,14,"Jesus found a young donkey and sat on it; as it was written,","Yesu akakwasa omwa gwe - epunda ajianama; nko kwo chaandikirwe,"
184598543,JHN,12,15,"""Do not fear, daughter of Zion; see, your King is coming, sitting on the colt of a donkey.""","''Otatina, mwisiki wa Sayuni; rebha, Omukama wawe neija, ahanamire omwana gwe-epunda.''"
184598544,JHN,12,16,"His disciples did not understand these things at first; but when Jesus was glorified, they remembered that these things had been written about him and that they had done these things to him.","Abhegesibhwa bhawenene tibharamanyire ebhintu ebhyo obhwo; chonka Yesu kiyaebhirwe echitinisa, nibhwo bheijukire kwambha ebhintu ebhi bhikaandikwa abhwa wenene na bhakora ebhintu ebhi ahali wenene."
184598545,JHN,12,17,Now the crowd testified that they had been with him when he called Lazarus out of the tomb and raised him up from the dead.,"Erinya ebhaga ya abhantu eyabheire erihamo na Yesu akanya ki yayesire Lazaro kuruga omuchituro, bhajurira omubhandi."
184598546,JHN,12,18,"It was also for this reason that the crowd went out to meet him, because they heard that he had done this sign.",Chikabha aabhwesoga ye ebhaga ya bhantu bhakagenda  kumutangirira arwesonga bhakaurira  kwambha yakora ebhintu ebhyo.
184598547,JHN,12,19,"The Pharisees therefore said among themselves, ""Look, you can do nothing good; see, the world has gone after him.""","Abhafarisayo bhafumora bhonenee kwa bhonene, ""Rebha, ati timubhasa kukora chona chona; rebha, enssi yaja owawenene."""
184598548,JHN,12,20,Now certain Greeks were among those who were going up to worship at the festival.,Bhake abhayunani  bhakabha bhari omuri bharinya abhabheire mubhaja kweongera omuchiro chikuru.
184598549,JHN,12,21,"These went to Philip, who was from Bethsaida in Galilee, and asked him, saying, ""Sir, we want to see Jesus.""","Abho bhakamugendera Filipo, eyarugire Bethsaida eya Galilaya, bhamusabha nibhaagambha, ""Mukama, itwe nitwendakumurebha Yesu.''"
184598550,JHN,12,22,"Philip went and told Andrew; Andrew went with Philip, and they told Jesus.",Filipo agenda amugambhira Andrea; Andrea na Filipo bhagenda bhamugambhira Yesu.
184598551,JHN,12,23,"Jesus answered them and said, ""The hour has come for the Son of Man to be glorified.","Yesu abhaorora agambha, ""Akanya kagobha akomwana wa Adamu kuebhwa echitinisa."
184598552,JHN,12,24,"Truly, truly, I say to you, unless a grain of wheat falls into the earth and dies, it remains by itself alone; but if it dies, it will bear much fruit.","Yesige, yesige, nibhagambhira, embhegu ye egano ketagwire omunsi ekafa, neikara etyo, sana kekufa nezara ebhirabha bhingi."
184598553,JHN,12,25,He who loves his life will lose it; but he who hates his life in this world will keep it for eternal life.,Wenene akwenda obhurora bhwa  wenene najakubhubhuza; sana wenene akwanga obhurorabha wenene  omwiyanga eri neija kureta obhurora bhutawaho.
184598554,JHN,12,26,"If anyone serves me, let him follow me; and where I am, there will my servant also be. If anyone serves me, the Father will honor him.","Omuntu wena wena kakukorere nyawe, apondere; nanye ahindi, nio no omukozi wange arabhari. Omuntu wena wena kakunkorera, Tata neija kumukunira."
184598555,JHN,12,27,"Now my soul is troubled and what should I say? 'Father, save me from this hour'? But for this reason I came to this hour.",Ati omutima gwange gwatina:nanye ngambhe nta?Chonka narwechi  nagobha akanya aka.
184598556,JHN,12,28,"Father, glorify your name."" Then a voice came from heaven and said, ""I have glorified it and I will glorify it again.""","Tata, Singiza eibhara ryawe.'' Eiraka rija kuruga omwiguru  nirigambha, ""Narisingiza nanye narisingiza akandi.''"
184598557,JHN,12,29,"Then the crowd that stood by and heard it said that it had thundered. Others said, ""An angel has spoken to him.""","Ebhaga eyayemereire ehi na wenene bhaurira,
bhagambha kwambha abheireo omushindo.
Abhandi bhakagambha, ""mwoyo yagambha na wenene.''"
184598558,JHN,12,30,"Jesus answered and said, ""This voice did not come for me, but for you.","Yesu ahorora nagambha, Eiraka eli tiryeija abhwange, sana abhwanyu."
184598559,JHN,12,31,Now is the judgment of this world: Now will the ruler of this world be thrown out.,Ati okuramurwa kwe ensi eji elio: Ati omukuru wensi eji neija kunagwa aheru.
184598560,JHN,12,32,"When I am lifted up from the earth, I will draw everyone to myself.""","Nanye kindemuchwa aiguru yensi, ninyija kubhanyurura bhona owange.''"
184598561,JHN,12,33,He said this to indicate what kind of death he would die.,Akabhigambha ebhi nayereka orufu  rwengeri eyaraferamu.
184598562,JHN,12,34,"The crowd answered him, ""We have heard from the law that the Christ will stay forever. How can you say, 'The Son of Man must be lifted up'? Who is this Son of Man?""","Ebhaga emuorora, ""Itwe tuurire omumuku ya kwambha kristo neija kwikarayo eira ryona. Neiwe wakugambha ota, 'Omwana wa Adamu chiseine kwimuchwa ahiguru'?"
184598563,JHN,12,35,"Jesus then said to them, ""The light will still be with you for a short amount of time. Walk while you have the light, so that darkness does not overtake you. He who walks in the darkness does not know where he is going.","Yesu abhagambhira, ""Omusana kigukubha guri amo neimwe omwanya guke.Genda obhwokubha mwine omusana,ili omwirima guteija gukabhabhasa.Wenene akugenda omumwirima takumanya akuja."
184598564,JHN,12,36,"While you have the light, believe in the light so that you may be sons of light."" Jesus said these things and then departed and hid from them.","Nimurabha mwine omusana,yesige omusana ogwo mbhase kubha abhana bho omusana."" Yesu akagambha ebhi  asubha ayegendera  ayesereka tibharamubhweine."
184598565,JHN,12,37,"Although Jesus had done so many signs before them, yet they did not believe in him","Ingawa Yesu akereka bhingi engeri eji omumeiso gabho, chonka tibharamwesigire"
184598566,JHN,12,38,"so that the word of Isaiah the prophet would be fulfilled, in which he said: ""Lord, who has believed our report, and to whom has the arm of the Lord been revealed?""","Ili chigobhe echigambho cho omusururirwa Isaya, akagambha: ""Mukama, noi eyaikirize ebhigambho bhyeitu? No omukono gwa Mukama ashururirwohi?''"
184598567,JHN,12,39,"For this reason they could not believe, for Isaiah had also said,","Eji niyo esonga bhonene tibharayesigire, obhwo Isaya akagambha,"
184598568,JHN,12,40,"""He has blinded their eyes, and he has hardened their heart, otherwise they would see with their eyes and understand with their hearts, and turn, and I would heal them.""","''Abhaumise amaiso, ajikozire kugumangana emitima yabho; bhateija bhakarebha na amaiso gabho bhakamanya  omumitima yabho, bhakechuza nanye nkabhechisa.''"
184598569,JHN,12,41,Isaiah said these things because he saw the glory of Jesus and spoke of him.,Isaya akagambha ebhigambho arwokubha akabhona echitinisa cha Yesu agambha ebhigambho bhya wenene.
184598570,JHN,12,42,"But despite that, many of the rulers believed in Jesus; but because of the Pharisees, they did not confess it so that they would not be banned from the synagogue.","Chonka, nabhakuru bheingi bhakamwesiga Yesu; Chonka abhwa Amafarisayo, tibhareikirize bhateija kwangwa ne ekanisa."
184598571,JHN,12,43,They loved the glory that comes from people more than the glory that comes from God.,Bhakenda bhabhonwe na abhantu kusaga ebherwa ezokuruga owa Katonda.
184598572,JHN,12,44,"Jesus cried out and said, ""The one who believes in me believes not only in me but also in him who sent me,","Yesu atugura eiraka nagambha,''Wena akunyesiga nyawe ,takwesiga nyawe nyenka sana norinya eyantumire,"
184598573,JHN,12,45,and the one who sees me sees him who sent me.,Nawe akubhona nyawe nabhona orinya eyantumire.
184598574,JHN,12,46,"I have come as a light into the world, so that whoever believes in me may not remain in the darkness.",Nyawe nkeija nko omusana omunsi ili bhuri muntu aranyesiga nyawe ateikara mumwirima.
184598575,JHN,12,47,"If anyone hears my words but does not keep them, I do not judge him; for I have not come to judge the world, but to save the world.","Karabha omuntu wena wena araulira ebhigambho bhyange chonka atabhikwasire, nyawe tikumuramura; obhwokubha tindeizire kuramura ensi, sana ndokore ensi."
184598576,JHN,12,48,The one who rejects me and who does not receive my words has one who judges him. The word I have spoken will judge him on the last day.,"Wena akunyanga nyawe atakwikiriza ebhigambho bhyange, eine aramuramura: echigambho echi echagambhirwe niryo rilamuramura echiro che ezindo."
184598577,JHN,12,49,"For I did not speak for myself, but it is the Father who sent me, who has given me the command about what to say and what to speak.","Kubha nyawe tindagambhire obhwo omutima gwange  gwonka. Sana ni Tata eyantweire, wenene wenka adagirire ebhindabbaragira nebhindagabha."
184598578,JHN,12,50,"I know that his command is eternal life, so that is what I say—just as the Father has spoken to me, so I speak.""","Nanye nimanya  okuragira kwa wenene  no obhurora obhutawaho; ebhyo ebhikugambha nyawe -nko kwo Tata yadagirire,nibhyo ebhindikugambha omuri bhonene.''"
184602625,JHN,13,1,"Now it was before the Festival of the Passover. Jesus knew that his hour had come to go out of this world and go to the Father. Having loved his own who were in the world, he loved them to the end.","Kichabheire chitakabheire chiro chikuru cha pasaka, orwokubha Yesu akamanya akanya ka wenene kagobhire kuruga omunsi kugenda owa tata, kiyabheire abhenzire abhantu bha wenene abhabheire bhari omunsi, akabhenda obhuruga."
184602626,JHN,13,2,"Now the devil had already put it into the heart of Judas Iscariot son of Simon to betray Jesus. So during dinner,","Na ibhilisi akabha yateirwemu omumutima gwa Yuda Isikarioti, omwana wa Simoni, kumwaga Yesu."
184602627,JHN,13,3,Jesus—who knew that the Father had given everything over into his hands and that he had come from God and was going back to God—,Yesu akamanya kwambha Tata ateiremu bhuri chintu  omumikono yawenene na arugire owa Katonda.
184602628,JHN,13,4,got up from dinner and took off his outer clothing. Then he took a towel and wrapped it around himself.,Akeimuka achakurya ayara echijwaro cha wenene ahansi echijwaro chaeru.Akwata etauro ayekoma wenene.
184602629,JHN,13,5,Then he poured water into a basin and began to wash the feet of the disciples and dry them with the towel that he had put around himself.,Asubha ateka ameizi omubhakuri asubha abhanza kubhoja amaguru abhegesibhwa bha wenene abharagaza ne etauro eiyabheire ayekomire.
184602630,JHN,13,6,"He came to Simon Peter, and Peter said to him, ""Lord, are you going to wash my feet?""","Akagenda owa Simoni Petro,na Petro akamugambhira, ''Mukama, noyenda kunyoja amaguru gange?''"
184602631,JHN,13,7,"Jesus answered and said to him, ""What I am doing you do not understand now, but you will understand this later.""","Yesu amuorora amugambhira,''Echikukora tokuchimanya ati, chonka nojakuchimanya akanya kareija.''"
184602632,JHN,13,8,"Peter said to him, ""You will never wash my feet."" Jesus answered him, ""If I do not wash you, you have no share with me.""","Petro amugambhira, ''Torirekera kunyoja maguru gange.''Yesu amuorora, ''Kidabha ntakwojize, nojakubha weine echoine nanye.''"
184602633,JHN,13,9,"Simon Peter said to him, ""Lord, do not only wash my feet, but also my hands and my head.""","Simoni Petro amugambhira, 'Mukama, otanyoja maguru gonka ,sana ne emikono yange no omutwe gwange.''"
184602634,JHN,13,10,"Jesus said to him, ""He who is bathed has no need, except to wash his feet, but he is completely clean; you are clean, but not everyone.""","Yesu amugambhira, ""Wena wena eyamazire kwoga takwenda kwoga sana amaguru gawenene, na abheire murungi omubhili gwa wenene gwona; imwe mwezire, Chonka timwena.''"
